alaveses del distrito VA
aldea establecimiento agrícola
Baigorri Baigoggree
Socoa Socoaa
Marquesch Markkex
III III
República República
Pernando Pernandoh
La Laa
Naturaleza Natooraletsaa
Carnaval Carnaval
Praschcu Prasckhcuw
DONDE DONDE
Iraeta Iraetaa
Teodosio Teoxdosioh
Mercadal Mercaddal
Yécora Yékoggraa
Borbón Borbón
Pirineo Piryneox
Padre Padre
Pepito Pepitoh
Alfonso Hal Phonson
Isquiña Iskkiñaa
CARLOS CARLOS
Somo Somoh
CERCA CERCA
LLEGARON LLEGARON
Velche Velckhe
DÍA DÍA
Atenas Atenas
Paganos Paganos
Saint Saynt
Micolalde Micolalde
Espartero Esparteroh
Urruña Uggruñaa
Larrau Laggraw
Oyarzun Ojjarzun
IX IX
Alduides Alduides
De De
Benito Beynitoh
En En
Hijo Khijoh
PARTIDA PARTIDA
HABLA HABLA
Virgen Virgen
Santo Santoh
Ramírez Ramírez
Lanzarote Lantsarote
Ayuntamiento Ajjuntamientoh
Deshecha Dexeckhaa
Aventurero Aventooreroh
XIV XIV
Arichulegui Areeckhuleggi
Pie Pie
TELLAGORRI TELLAGORRI
Celedonia Theledoniaa
Isabel Isabeyl
ACONTECIMIENTOS ACONTECIMIENTOS
Como Comoh
Bere Beyre
Villabona Vilhabonaa
Belcha Beylckhaa
Un Un
CURA CURA
Anoeta Anoetaa
MONTE MONTE
NOCHE NOCHE
Haussonvillela Khawssonvilhelaa
Monserrat Monseggrat
Puerto Puertoh
Ribera Reebeyraa
Félix Félix
Maya Majjaa
Azucarero Azucareroh
Capua Capuaa
Regil Regil
Lizárraga Lizággragaa
Ibantelly Ibantehlhy
Azqueta Azkketaa
Urola Urolaa
Lanciego Lanthiegoh
Tellagorris Tehlhagoggrees
SEGUNDO SEGUNDO
EcharriAranaz EckhaggreeAranaz
Lesaca Lesacaa
Ocin Othyn
Arcos Arcos
Martínno Martínnoh
OHANDO OHANDO
Manolita Manolitaa
Recoletos Recoletos
Napoleón Napoleón
Echehun Eckhekhun
Anchusa Anckhusaa
Oyón Oyón
El El
VIII VIII
Archipi Arckhipi
Gaur Gawr
Saboya Sabojjaa
André André
29 29
FORMABAN FORMABAN
Francesa Phranthesaa
Bautistapara Bawtistaparaa
PRELUDIOS PRELUDIOS
ROSAS ROSAS
Senyor Senjjor
Blanca Blancaa
Clara Claraa
Larralde Laggralde
Cantabria Cantabreeaa
Irisarri Ireesaggree
Bautistatenemos Bawtistatenemos
SUPO SUPO
REFIERE REFIERE
Alcorrunz Alkoggrrunz
Eugenie Eugenie
Ay Ay
Gorde Gorde
Austerlitz Awsterlitz
Dax Ddax
VOCES VOCES
Aquí Akkí
XV XV
Este Este
NOBLE NOBLE
Azcain Azcayn
TITIRITEROS TITIRITEROS
Azparrain Azpaggrayn
Azcarat Azcarat
Pirineos Piryneios
Larratecoeguia Laggratecoeggiaa
Algunas Alggnas
REUNIÓN REUNIÓN
Echalar Eckhalar
Su Suw
Galchagorris Galckhagoggrees
Fueron Phueron
Yo Yoh
BATALLA BATALLA
Homero Khomeroh
CARLISTAS CARLISTAS
ÚLTIMA ÚLTIMA
Fernandole Phernandole
Martínyo Martínjjoh
Doctrina Doctrynaa
Vidania Viddaniaa
Ezpaniaco Ezpaniacoh
Barrot Baggrot
Aurrena Awggrenaa
Errien Eggreeen
Bautistate Bawtistate
Cathelineau Catkhelyneaw
Aires Aires
EDUCÓ EDUCÓ
PROTEGER PROTEGER
Iñasi Iñasi
Elduayen Elduajjen
Esterensuby Esterensuby
Utrera Utreraa
Jefe Jephe
DILIGENCIA DILIGENCIA
Rioja Reeoxjaa
TRABAJAR TRABAJAR
Ospitalechque Ospitaleckhkke
He Khe
POSADA POSADA
Voltaire Voltaire
Sansol Sansol
PASARON PASARON
Concluída Concluíddaa
Burdeos Burdeios
Pau Paw
Agonía Agoníaa
Idiazabal Idiatsabal
Buenos Buenos
Carlistona Carlistonaa
CÁRCEL CÁRCEL
Ulises Ulises
XII XII
Concha Conckhaa
Canción Canthión
Lerrumburo Leggrumburoh
Elorrieta Eloggreeetaa
INVEROSÍMIL INVEROSÍMIL
Catalinapensóera Catalynapensóeraa
GALOPE GALOPE
Gure Ggre
Ori Oree
Vasconia Vasconiaa
Ongui Onggi
VIVIÓ VIVIÓ
Galchagorri Galckhagoggree
Fernandoque Phernandokke
Ugarona Ugaronaa
Odisea Odiseaa
Mugas Mugas
CÍNICO CÍNICO
Banca Bancaa
Izpegui Izpeggi
ANTIGUA ANTIGUA
GLORIA GLORIA
Espeleta Espeletaa
AUMENTÓ AUMENTÓ
Carlistón Carlistón
Monte Monte
Bidasoa Biddasoaa
Potaje Potaje
MODERNA MODERNA
Gloriya Gloreejjaa
DECIDIDOS DECIDIDOS
Padresrefunfuñó Padresrephunphuñó
Ostabat Ostabat
Bearn Beyarn
CRACASCH CRACASCH
Gu Gg
MUERTO MUERTO
Norte Norte
RECIÉN RECIÉN
Nivelle Nivelhe
Andoain Andoayn
Port Port
Sur Sur
CASI CASI
Trinidad Tryniddad
Curtidores Curtidores
SOLOS SOLOS
Pamplona Pamplonaa
TOMARON TOMARON
Erroitza Eggroittsaa
ñora Ñoraa
General General
Antigua Antiggaa
CONTENTOS CONTENTOS
Málaga Málagaa
CUAL CUAL
Conzolación Contholathión
Peñacerrada Peñatheggraddaa
UNOS UNOS
Entregaron Entregaron
Atchuria Atckhureeaa
Araquil Arakkil
INTENTÓ INTENTÓ
Rey Rey
Igusquiza Iggskkitsaa
Aizarnazabal Aitsarnatsabal
Americano Amereecanoh
Tellagori Tehlhagoree
Meharín Mekharín
SUYOS SUYOS
Andresí Andresí
Circe Thirthe
UNA UNA
Mediodía Mediodíaa
TERCERO TERCERO
Madrid Madreed
JOSHÉ JOSHÉ
Majestad Majestad
Abril Abreel
Ecarri Ecaggree
Iraty Iraty
GUERRA GUERRA
Diablo Diabloh
CUATROCIENTOS CUATROCIENTOS
PUNTO PUNTO
Cuesta Cuestaa
Al Al
Ezpeleta Ezpeletaa
Logroñodijo Logroñodijoh
SUCEDIÓ SUCEDIÓ
BUSCÓ BUSCÓ
Itzarroiz Ittsaggroiz
AQUELARRE AQUELARRE
CIUDAD CIUDAD
Cacochipicontestó Cacockhipicontestó
Ayuntamientos Ajjuntamientos
Hicieron Khithieron
Elurrez Eluggrez
AVENTURAS AVENTURAS
Sagunto Saggntoh
Urepel Urepel
DOS DOS
Tellagorrite Tehlhagoggreete
HECHO HECHO
MIGUEL MIGUEL
Articuza Articutsaa
Hernio Khernioh
Egozcue Egozcue
Echeberrigaray Eckhebeyggreegaray
Martíndeben Martíndebeyn
Andía Andíaa
Aralar Aralar
ZARO ZARO
Manchas Manckhas
Usurbil Usurveel
BRIONES BRIONES
SEÑORITA SEÑORITA
Isabeu Isabejw
Espíritu Espíreetooh
TRANSCURRIÓ TRANSCURRIÓ
ARCALE ARCALE
Juana Juanaa
HOMBRES HOMBRES
Papa Papaa
TERCER TERCER
Borbones Borbones
Hoc Khoc
Mauleon Mawleoxn
Araguiarrapatzallia Araggiaggrapattsalhiaa
ALGUNOS ALGUNOS
Castillos Castilhos
Bautistaque Bawtistakke
Jean Jean
Amadeo Amadeox
Pancorbo Pankoggrboh
Lesbas Lesbas
Martín!le Martín!le
Fagollaga Phagolhagaa
Ciego Thiegoh
Bobo Boboh
Goñi Goñi
Chassepot Ckhassepot
Nicolás Nicolás
Joshéy Joshéy
Bordagorri Borddagoggree
FEBRERO FEBRERO
DESHECHA DESHECHA
Velate Velate
Cracaschdecía Cracasckhdecíaa
Andanzas Anddantsas
OCUPADA OCUPADA
Enderlaza Enderlatsaa
LLEGADA LLEGADA
DESPUÉS DESPUÉS
CUIDÓ CUIDÓ
Enguí Enggí
Les Les
VENGARSE VENGARSE
Blas Blas
CEMENTERIO CEMENTERIO
Cristiana Creestianaa
Rolando Rolandoh
Abarzuza Abarzutsaa
FERNANDO FERNANDO
Peña Peñaa
Lafourchette Laphourckhette
Hay Khay
Agosto Agostoh
!Psé!contestaba !Psé!contestabaa
CARLISTA CARLISTA
Cristina Creestynaa
Vishenta Vixentaa
Ignaciaañadió Iknathiaañadió
Armagnac Armaknac
Aquelarre Akkelaggre
París París
ANÉCDOTAS ANÉCDOTAS
Nuestro Nuestroh
Aquelarrecontestó Akkelaggrecontestó
Artzen Artzen
Sepulcro Sepulcroh
Cual Cual
Mentor Mentor
Eliz Eliz
Puerta Puertaa
VIEJO VIEJO
TRES TRES
Bazan Batsan
Rosas Rosas
VARIAS VARIAS
Sánchez Sánckhez
Pourtalés Pourtalés
1876 1876
EPITAFIOS EPITAFIOS
Irati Irati
Dumas Dumas
X X
Lasao Lasaoh
Nescatzale Nescattsale
CASA CASA
ENREDARON ENREDARON
Ignacita Iknathitaa
Con Con
Muru Muruw
Prado Pradoh
LÓPEZ LÓPEZ
MARCHAN MARCHAN
Iñigo Iñigoh
Riojasolían Reeoxjasolían
Ohandodecía Okhandodecíaa
Irura Iruraa
Meaca Meacaa
Arhamus Arkhamus
COMIENZA COMIENZA
Burguete Burggete
Vergara Vergaraa
Dantcharique Ddantckhareekke
California Caliphorniaa
Nosotros Nosotros
Enrique Enreekke
YACE YACE
Burgueteles Burggetehles
Arrizuri Aggreezuree
Las Las
Oiquina Oikkynaa
Espolón Espolón
Estella!dijo Estehlha!dijoh
[Nota [Notaa
EXTRANJERO EXTRANJERO
XI XI
CAPISTUN CAPISTUN
Archipe Arckhipe
Martínpero Martínperoh
BAUTISTA BAUTISTA
Oquerra Okkeggraa
Arcalesiguió Arcalesiggió
Ega Egaa
Bécquer Béckker
ANDOAIN ANDOAIN
NUEVAS NUEVAS
URBIDE URBIDE
Loyola Lojjolaa
Senda Senddaa
Samaniego Samaniegoh
Roma Romaa
Santiago Santiagoh
Briscus Breescus
INICIA INICIA
ODIO ODIO
GRACIA GRACIA
Cataluña Cataluñaa
Cuba Cubaa
VOZ VOZ
Onera Oneraa
Belle Beylhe
AÑOS AÑOS
ENTRE ENTRE
Casinocontestó Casynocontestó
Caspe Caspe
Maitia Maitiaa
REPITE REPITE
PASEARON PASEARON
CASADOS CASADOS
Olaberri Olabeyggree
Pirmes Pirmes
AMEZQUETA AMEZQUETA
Olave Olaff
Brionesotros Breeoxnesotros
Lezaun Letsawn
Zu Zuw
Hendaya Khenddajjaa
Barcus Barcus
ESTÁN ESTÁN
Dancharinea Ddanckharyneaa
Alcoy Alcoy
LES LES
LAS LAS
Navascués Navascués
Ba Baa
HABLARON HABLARON
Rosamurmuró Rosamurmuró
Borte Borte
Humanidad Khumaniddad
Ignacio Iknathioh
Padresle Padresle
Capistundijo Capistoondijoh
Albandos Albandos
Chacxu Ckhacxuw
Ataun Atawn
Hasparren Khaspaggren
XIII XIII
Pilar Pilar
LOGROÑO LOGROÑO
Ormaiztegui Ormaisdeggi
Arbea Arbeyaa
Miguelhabía Miggelkhabíaa
MIL MIL
Euscal Euscal
DURMIÓ DURMIÓ
Osses Osses
Andrés Andrés
Berdáriz Beyrdáreez
DETUVO DETUVO
Ladrón Ladrón
Manisch Manix
Hurra Khuggraa
Chiquierdi Ckhikkierdi
Palais Palais
Eriotzac Ereeoxttsac
AL AL
Amaviturrieta Amavitooggreeetaa
OCURRIÓ OCURRIÓ
Asa Asaa
MURIÓ MURIÓ
Fuenterrabía Phuenteggrabíaa
Machichaco Mackhickhacoh
LAGUARDIA LAGUARDIA
Granada Granaddaa
Pasaron Pasaron
Nora Noraa
Barcasiyua Barcasijjuaa
AÑO AÑO
24 24
Venaspre Venaspre
Sara Saraa
Conformes Conphormes
Honratu Khonratooh
Bigarren Bigaggren
Aleluya Alelujjaa
DOCE DOCE
Pied Pied
Orra Oggraa
Soul Soul
Cataliñ Cataliñ
Erantzale Eranttsale
Damas Ddamas
